Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,MA_7,MA_30,Volatility,Log_Volume
2012-01-04 05:00:00,51.226207525005066,51.44116807726285,50.814199040577606,51.36354064941406,16130900,XOM,0.00023236610200516594,,,,16.596247307189838
2012-01-05 05:00:00,51.13664649894654,51.32174967132304,50.70672533869072,51.20830154418945,17452800,XOM,-0.0030223598930650963,,,,16.675010709490746
2012-01-06 05:00:00,51.30383560821915,51.35160563703963,50.82017659431367,50.826148986816406,15942100,XOM,-0.007462707136327795,,,,16.584474029416
2012-01-09 05:00:00,50.754506518269146,51.1366577323115,50.7365938919237,51.05306243896485,11664200,XOM,0.004464502164177375,,,,16.272034965592386
2012-01-10 05:00:00,51.393405916948126,51.47700119388362,50.981397369479645,51.184417724609375,13080800,XOM,0.0025729168705905803,,,,16.386656140650434
2012-01-11 05:00:00,50.81421684370347,50.9933522185464,50.43803802325551,50.802276611328125,14831400,XOM,-0.007465965820639187,,,,16.512257180319608
2012-01-12 05:00:00,50.390258783330346,50.70672727292361,50.12156032572123,50.599246978759766,17357200,XOM,-0.003996467207988963,51.00528499058315,,,16.669518021478194
2012-01-13 05:00:00,50.252933198282015,50.70673490361966,50.04991280959797,50.6828498840332,15551600,XOM,0.0016522559181273433,50.9080434526716,,,16.55967414948904
2012-01-17 05:00:00,51.202336785807134,51.429237629506126,50.99334856718944,51.16651153564453,15627900,XOM,0.009542905592680562,50.902073451450896,,,16.564568400353313
2012-01-18 05:00:00,50.93365565193265,51.65018823292273,50.730635202103535,51.62033081054688,16754200,XOM,0.0088694589738878,51.0155279976981,,,16.63415959075894
2012-01-19 05:00:00,51.55462807827747,52.09202958284768,51.21427455131654,51.96663665771485,16383500,XOM,0.006708710342034685,51.14603860037668,,,16.611785349814593
2012-01-20 05:00:00,51.99650044730066,52.24131393432617,51.78153981910166,52.24131393432617,19220300,XOM,0.005285646604773042,51.29702377319336,,,16.771477622153824
2012-01-23 05:00:00,52.24728274237436,52.51001339338564,51.96663946617622,52.2293701171875,15348400,XOM,-0.00022862780889632006,51.500894274030415,,,16.546521857190367
2012-01-24 05:00:00,51.99649167163713,52.0800869512056,51.74570583293174,52.05620193481445,12363800,XOM,-0.003315532658818343,51.70903069632394,,,16.330283486989767
2012-01-25 05:00:00,51.81137515283856,52.17561361877274,51.238148523401215,52.080078125,18202300,XOM,0.00045866177896436433,51.90863473074777,,,16.717058572627035
