Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker
2012-01-03 00:00:00-05:00,44.912355995616565,45.421279828969006,44.84237884719417,45.19862747192383,24254800,0.0,0.0,0.0,XLE
2012-01-04 00:00:00-05:00,45.02688443084277,45.370407449143684,44.75970147887305,45.2940673828125,14018500,0.0,0.0,0.0,XLE
2012-01-05 00:00:00-05:00,45.001449220836946,45.109598889090705,44.53069749203306,45.077789306640625,12674700,0.0,0.0,0.0,XLE
2012-01-06 00:00:00-05:00,45.16045830662088,45.17954210240133,44.7151535602182,44.810577392578125,8893100,0.0,0.0,0.0,XLE
2012-01-09 00:00:00-05:00,44.906011619369366,45.128668921631984,44.77242015008742,45.02688217163086,12043200,0.0,0.0,0.0,XLE
2012-01-10 00:00:00-05:00,45.73301628228596,45.79027254791774,45.30043226096739,45.42766571044922,13633400,0.0,0.0,0.0,XLE
2012-01-11 00:00:00-05:00,45.21771947652558,45.224077506840324,44.638818389639354,44.81694030761719,13472000,0.0,0.0,0.0,XLE
2012-01-12 00:00:00-05:00,44.575205204814274,44.77241092548632,44.19987756179866,44.3970832824707,19704800,0.0,0.0,0.0,XLE
2012-01-13 00:00:00-05:00,44.11718221827191,44.238052766417105,43.72912874066182,44.1744384765625,16217400,0.0,0.0,0.0,XLE
2012-01-17 00:00:00-05:00,44.670629829021394,44.88056132121278,44.346190691403656,44.48614501953125,12527000,0.0,0.0,0.0,XLE
2012-01-18 00:00:00-05:00,44.46070827007686,45.236815278755024,44.244418698981384,45.21773147583008,15361800,0.0,0.0,0.0,XLE
2012-01-19 00:00:00-05:00,45.45311402797379,45.56762172210499,45.19229391290081,45.402225494384766,13304400,0.0,0.0,0.0,XLE
2012-01-20 00:00:00-05:00,45.3958560471383,45.57397802260941,45.05233301438981,45.40857696533203,15393300,0.0,0.0,0.0,XLE
2012-01-23 00:00:00-05:00,45.567599161177945,45.8984011597564,45.44037061000662,45.77116775512695,12987000,0.0,0.0,0.0,XLE
2012-01-24 00:00:00-05:00,45.37040935249541,45.66940189134452,45.18592449121702,45.63759231567383,10617200,0.0,0.0,0.0,XLE
2012-01-25 00:00:00-05:00,45.5676159192461,46.350085871741584,44.982356603088455,46.197410583496094,19638100,0.0,0.0,0.0,XLE
2012-01-26 00:00:00-05:00,46.48367304579389,46.540929306989746,45.389489732321216,45.56761169433594,16979200,0.0,0.0,0.0,XLE
2012-01-27 00:00:00-05:00,45.36405644672537,45.66941193857855,45.29407924762279,45.472206115722656,9224100,0.0,0.0,0.0,XLE
2012-01-30 00:00:00-05:00,44.95054697877806,45.287707094724304,44.61338200937243,45.255897521972656,13625800,0.0,0.0,0.0,XLE
2012-01-31 00:00:00-05:00,45.58033327403712,45.62486376044634,44.74697009486598,44.969627380371094,14680900,0.0,0.0,0.0,XLE
2012-02-01 00:00:00-05:00,45.376773847147874,45.53581202422034,45.052334606951234,45.14775848388672,12776500,0.0,0.0,0.0,XLE
2012-02-02 00:00:00-05:00,45.217726171415585,45.66303103229156,45.07777182843772,45.49127197265625,15471100,0.0,0.0,0.0,XLE
2012-02-03 00:00:00-05:00,46.082889521780594,46.33734664381045,45.82206466220394,46.292816162109375,14996500,0.0,0.0,0.0,XLE
2012-02-06 00:00:00-05:00,46.03200830527594,46.85264584475204,45.96203112221101,46.846282958984375,13384600,0.0,0.0,0.0,XLE
2012-02-07 00:00:00-05:00,46.73176122544444,47.16434511178729,46.24828397518869,47.08800506591797,17548700,0.0,0.0,0.0,XLE
2012-02-08 00:00:00-05:00,47.20252763169986,47.26614678343416,46.62363120790456,46.92898178100586,11027800,0.0,0.0,0.0,XLE
2012-02-09 00:00:00-05:00,46.998943714888696,47.11345135601111,46.560001801801334,46.93532943725586,9605400,0.0,0.0,0.0,XLE
2012-02-10 00:00:00-05:00,46.388232869560284,46.54727097307917,46.15921761221646,46.46457290649414,14837000,0.0,0.0,0.0,XLE
2012-02-13 00:00:00-05:00,46.935335200227186,46.96714476967849,46.47730457949808,46.833553314208984,9914300,0.0,0.0,0.0,XLE
2012-02-14 00:00:00-05:00,46.782664482499534,46.998954044680616,46.534565347781545,46.916255950927734,14547900,0.0,0.0,0.0,XLE
2012-02-15 00:00:00-05:00,47.06893156349163,47.20252303289049,46.68724095757212,46.83991622924805,14739400,0.0,0.0,0.0,XLE
2012-02-16 00:00:00-05:00,46.93532161268812,47.53330640035519,46.64905498433461,47.45060348510742,18101600,0.0,0.0,0.0,XLE
2012-02-17 00:00:00-05:00,47.82593646001092,47.88318784495531,47.34882217164428,47.62873077392578,13493000,0.0,0.0,0.0,XLE
2012-02-21 00:00:00-05:00,47.94680511786228,48.21398794421813,47.81957173379473,47.953163146972656,14382300,0.0,0.0,0.0,XLE
2012-02-22 00:00:00-05:00,48.05496981742571,48.392129931718856,47.940462150924326,48.06133270263672,12342300,0.0,0.0,0.0,XLE
2012-02-23 00:00:00-05:00,48.0931233402087,48.36030619932824,47.74324241139728,48.30305480957031,14088100,0.0,0.0,0.0,XLE
2012-02-24 00:00:00-05:00,48.41119737964588,48.66565931407113,48.37302978819229,48.493900299072266,12274900,0.0,0.0,0.0,XLE
2012-02-27 00:00:00-05:00,48.303053263762386,48.54478943521187,47.9722561421232,48.34122085571289,11183200,0.0,0.0,0.0,XLE
2012-02-28 00:00:00-05:00,48.277613788980126,48.500266197680176,47.90864416687233,48.18218994140625,16606300,0.0,0.0,0.0,XLE
2012-02-29 00:00:00-05:00,48.23309399516251,48.43666265014806,47.501517472931475,47.635108947753906,17244300,0.0,0.0,0.0,XLE
2012-03-01 00:00:00-05:00,47.84503291173771,48.194918757147086,47.730525258099995,48.09313201904297,14007500,0.0,0.0,0.0,XLE
2012-03-02 00:00:00-05:00,47.91500922011012,48.105856923897676,47.355196730969986,47.54603958129883,14521300,0.0,0.0,0.0,XLE
2012-03-05 00:00:00-05:00,47.34247785099637,47.380650309383576,46.78266528039807,47.24069595336914,12685200,0.0,0.0,0.0,XLE
2012-03-06 00:00:00-05:00,46.52182432606632,46.649057721043505,46.17194341015901,46.4709358215332,13867800,0.0,0.0,0.0,XLE
2012-03-07 00:00:00-05:00,46.642718150919016,46.986241208870666,46.32464178468158,46.859012603759766,14482200,0.0,0.0,0.0,XLE
2012-03-08 00:00:00-05:00,47.10074159735471,47.399734111847465,46.86536337556141,47.24069595336914,10298100,0.0,0.0,0.0,XLE
2012-03-09 00:00:00-05:00,47.34246407869779,47.62873559275577,47.11981169229137,47.19615173339844,14653200,0.0,0.0,0.0,XLE
2012-03-12 00:00:00-04:00,47.15162380535743,47.22160096679103,46.73176083675582,46.93532943725586,12258700,0.0,0.0,0.0,XLE
2012-03-13 00:00:00-04:00,47.18980480316332,47.56513254521103,46.71905319083682,47.50151824951172,17792800,0.0,0.0,0.0,XLE
2012-03-14 00:00:00-04:00,47.53332396349666,47.660552544561945,46.9289760697884,47.04348373413086,13856400,0.0,0.0,0.0,XLE
2012-03-15 00:00:00-04:00,47.10073202782941,47.33611020180059,46.80173957408339,47.119815826416016,15176600,0.0,0.0,0.0,XLE
2012-03-16 00:00:00-04:00,47.34653577345007,47.91489817279239,47.27628829737795,47.76802062988281,23590400,0.285,0.0,0.0,XLE
2012-03-19 00:00:00-04:00,47.742471775183624,48.19588416526186,47.60197683444265,47.98514175415039,14202700,0.0,0.0,0.0,XLE
2012-03-20 00:00:00-04:00,47.55728692843475,47.614759489109055,47.16773444317247,47.263526916503906,13284100,0.0,0.0,0.0,XLE
2012-03-21 00:00:00-04:00,47.20603661250194,47.21242407490446,46.631286801431244,46.701534271240234,16581900,0.0,0.0,0.0,XLE
2012-03-22 00:00:00-04:00,46.18427629828435,46.25452379002791,45.43710374669315,45.64784622192383,20215300,0.0,0.0,0.0,XLE
2012-03-23 00:00:00-04:00,45.749995318293365,46.29281255088557,45.51370799182628,46.14593505859375,13221900,0.0,0.0,0.0,XLE
2012-03-26 00:00:00-04:00,46.55465514070877,46.618515145919496,46.22896278026615,46.49079513549805,10188600,0.0,0.0,0.0,XLE
