Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,MA_7,MA_30,Volatility,Log_Volume
2012-04-02 04:00:00,25.13999938964844,25.15999984741211,24.51000022888184,24.530000686645508,3485700,FSLR,-0.0207584257985014,,,,15.064179729725444
2012-04-03 04:00:00,24.299999237060547,24.350000381469727,22.420000076293945,22.600000381469727,8703300,FSLR,-0.07867917860379436,,,,15.979212936948597
2012-04-04 04:00:00,22.09000015258789,23.049999237060547,21.5,21.729999542236328,8950700,FSLR,-0.03849561170568527,,,,16.007242411206217
2012-04-05 04:00:00,21.649999618530277,22.0,20.5,20.979999542236328,8571300,FSLR,-0.03451449681543872,,,,15.96393008768697
2012-04-09 04:00:00,20.489999771118164,20.920000076293945,20.049999237060547,20.190000534057617,4722700,FSLR,-0.037654862984544346,,,,15.36789143965428
2012-04-10 04:00:00,20.15999984741211,21.84000015258789,20.020000457763672,21.3799991607666,9073000,FSLR,0.058939999763825135,,,,16.02081363836889
2012-04-11 04:00:00,21.700000762939453,23.8799991607666,21.3700008392334,22.5,13873700,FSLR,0.05238544823185287,21.98714283534459,,,16.445505591592372
2012-04-12 04:00:00,22.6200008392334,22.959999084472656,21.600000381469727,22.0,7500300,FSLR,-0.022222222222222254,21.6257141658238,,,15.83045371103455
2012-04-13 04:00:00,21.81999969482422,22.46999931335449,20.75,20.82999992370605,6335100,FSLR,-0.05318182164972496,21.372856957571848,,,15.661616314783135
2012-04-16 04:00:00,21.309999465942383,21.549999237060547,20.549999237060547,20.81999969482422,5223600,FSLR,-0.00048008780213437685,21.242856979370117,,,15.468697568767226
2012-04-17 04:00:00,21.6299991607666,23.799999237060547,20.530000686645508,22.959999084472656,16783500,FSLR,0.10278575509203458,21.52571405683245,,,16.63590687848035
2012-04-18 04:00:00,23.700000762939453,23.75,21.280000686645508,21.36000061035156,9733900,FSLR,-0.06968634747042046,21.69285692487444,,,16.091125298787553
2012-04-19 04:00:00,21.299999237060547,21.8799991607666,20.989999771118164,21.399999618530277,5284000,FSLR,0.001872612688940345,21.695714133126394,,,15.480194133874903
2012-04-20 04:00:00,21.46999931335449,22.07999992370605,20.600000381469727,20.649999618530277,7116200,FSLR,-0.03504672959669464,21.431428364345006,,,15.77788457357468
2012-04-23 04:00:00,20.01000022888184,20.1299991607666,18.96999931335449,19.25,6200500,FSLR,-0.06779659294879536,21.038571221487864,,,15.640140653202268
2012-04-24 04:00:00,19.190000534057617,19.36000061035156,18.56999969482422,18.63999938964844,5969900,FSLR,-0.03168834339488613,20.725714002336776,,,15.602240902316714
2012-04-25 04:00:00,18.8700008392334,18.959999084472656,18.049999237060547,18.299999237060547,5285000,FSLR,-0.018240352130950765,20.365713936941965,,,15.480383366501217
2012-04-26 04:00:00,18.299999237060547,18.84000015258789,18.11000061035156,18.309999465942383,3892000,FSLR,0.000546460617418143,19.701428277151926,,,15.174433979225308
2012-04-27 04:00:00,18.399999618530277,18.700000762939453,17.809999465942383,18.350000381469727,3700400,FSLR,0.0021846486452250513,19.27142824445452,,,15.12395175012032
2012-04-30 04:00:00,17.93000030517578,18.940000534057617,17.84000015258789,18.399999618530277,5324200,FSLR,0.0027247540066015485,18.842856815883092,,,15.487773211353236
2012-05-01 04:00:00,19.170000076293945,19.479999542236328,18.350000381469727,18.420000076293945,7359800,FSLR,0.0010869814227347785,18.524285452706472,,,15.811543452296046
2012-05-02 04:00:00,18.26000022888184,18.3799991607666,17.649999618530273,18.209999084472656,4405400,FSLR,-0.011400705263381328,18.375713893345424,,,15.298341846126313
2012-05-03 04:00:00,18.049999237060547,18.32999992370605,17.5,18.06999969482422,6482300,FSLR,-0.0076880503397614985,18.294285365513392,,,15.684586097890596
2012-05-04 04:00:00,18.530000686645508,19.200000762939453,16.799999237060547,16.940000534057617,11556100,FSLR,-0.06253454232709621,18.099999836512975,,,16.26272408057853
2012-05-07 04:00:00,16.8799991607666,17.670000076293945,16.6200008392334,17.670000076293945,6511900,FSLR,0.043093241984772934,18.00857135227748,,,15.689141983846248
2012-05-08 04:00:00,17.559999465942383,17.579999923706055,16.479999542236328,16.540000915527344,6677200,FSLR,-0.06395015030490048,17.75,,,15.714209445726732
2012-05-09 04:00:00,16.25,17.25,16.049999237060547,16.920000076293945,5431800,FSLR,0.02297455500198109,17.538571493966238,,,15.507781312792604
2012-05-10 04:00:00,17.139999389648438,17.399999618530273,16.079999923706055,16.09000015258789,6713700,FSLR,-0.04905436879216918,17.20571436200823,,,15.719660921720509
2012-05-11 04:00:00,15.9399995803833,16.440000534057617,15.75,16.139999389648438,5084700,FSLR,0.00310747275241674,16.910000119890487,,,15.441746785342673
2012-05-14 04:00:00,15.880000114440918,16.649999618530273,15.68000030517578,16.15999984741211,4056500,FSLR,0.001239185781908958,16.637142998831614,19.544666544596353,0.041621203264950515,15.21583133733516
2012-05-15 04:00:00,16.100000381469727,16.34000015258789,15.149999618530272,15.229999542236328,4891000,FSLR,-0.057549524378536,16.392857142857142,19.234666506449383,0.042372478756550494,15.402907543978639
2012-05-16 04:00:00,15.329999923706056,15.630000114440918,13.75,13.979999542236328,8790700,FSLR,-0.08207485473216591,15.865714209420341,18.947333145141602,0.042552884870895674,15.989205016197106
2012-05-17 04:00:00,13.960000038146973,15.25,13.90999984741211,14.920000076293944,10456400,FSLR,0.0672389531357056,15.634285518101283,18.720333162943522,0.044857044754587315,16.16272488473673
2012-05-18 04:00:00,15.020000457763672,15.100000381469728,13.649999618530272,13.65999984741211,6758300,FSLR,-0.08445041705353751,15.168571199689593,18.47633317311605,0.04663239987155759,15.726282085069181
2012-05-21 04:00:00,13.699999809265137,14.199999809265137,13.369999885559082,13.829999923706056,4874800,FSLR,0.012445100892600314,14.845714024135045,18.264333152770995,0.04662168405378148,15.399589841068085
