Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2012-03-30 00:00:00-04:00,25.290000915527344,25.469999313354492,24.610000610351562,25.049999237060547,2697700,0.0,0.0,FSLR
2012-04-02 00:00:00-04:00,25.139999389648438,25.15999984741211,24.510000228881836,24.530000686645508,3485700,0.0,0.0,FSLR
2012-04-03 00:00:00-04:00,24.299999237060547,24.350000381469727,22.420000076293945,22.600000381469727,8703300,0.0,0.0,FSLR
2012-04-04 00:00:00-04:00,22.09000015258789,23.049999237060547,21.5,21.729999542236328,8950700,0.0,0.0,FSLR
2012-04-05 00:00:00-04:00,21.649999618530273,22.0,20.5,20.979999542236328,8571300,0.0,0.0,FSLR
2012-04-09 00:00:00-04:00,20.489999771118164,20.920000076293945,20.049999237060547,20.190000534057617,4722700,0.0,0.0,FSLR
2012-04-10 00:00:00-04:00,20.15999984741211,21.84000015258789,20.020000457763672,21.3799991607666,9073000,0.0,0.0,FSLR
2012-04-11 00:00:00-04:00,21.700000762939453,23.8799991607666,21.3700008392334,22.5,13873700,0.0,0.0,FSLR
2012-04-12 00:00:00-04:00,22.6200008392334,22.959999084472656,21.600000381469727,22.0,7500300,0.0,0.0,FSLR
2012-04-13 00:00:00-04:00,21.81999969482422,22.469999313354492,20.75,20.829999923706055,6335100,0.0,0.0,FSLR
2012-04-16 00:00:00-04:00,21.309999465942383,21.549999237060547,20.549999237060547,20.81999969482422,5223600,0.0,0.0,FSLR
2012-04-17 00:00:00-04:00,21.6299991607666,23.799999237060547,20.530000686645508,22.959999084472656,16783500,0.0,0.0,FSLR
2012-04-18 00:00:00-04:00,23.700000762939453,23.75,21.280000686645508,21.360000610351562,9733900,0.0,0.0,FSLR
2012-04-19 00:00:00-04:00,21.299999237060547,21.8799991607666,20.989999771118164,21.399999618530273,5284000,0.0,0.0,FSLR
2012-04-20 00:00:00-04:00,21.469999313354492,22.079999923706055,20.600000381469727,20.649999618530273,7116200,0.0,0.0,FSLR
2012-04-23 00:00:00-04:00,20.010000228881836,20.1299991607666,18.969999313354492,19.25,6200500,0.0,0.0,FSLR
2012-04-24 00:00:00-04:00,19.190000534057617,19.360000610351562,18.56999969482422,18.639999389648438,5969900,0.0,0.0,FSLR
2012-04-25 00:00:00-04:00,18.8700008392334,18.959999084472656,18.049999237060547,18.299999237060547,5285000,0.0,0.0,FSLR
2012-04-26 00:00:00-04:00,18.299999237060547,18.84000015258789,18.110000610351562,18.309999465942383,3892000,0.0,0.0,FSLR
2012-04-27 00:00:00-04:00,18.399999618530273,18.700000762939453,17.809999465942383,18.350000381469727,3700400,0.0,0.0,FSLR
2012-04-30 00:00:00-04:00,17.93000030517578,18.940000534057617,17.84000015258789,18.399999618530273,5324200,0.0,0.0,FSLR
2012-05-01 00:00:00-04:00,19.170000076293945,19.479999542236328,18.350000381469727,18.420000076293945,7359800,0.0,0.0,FSLR
2012-05-02 00:00:00-04:00,18.260000228881836,18.3799991607666,17.649999618530273,18.209999084472656,4405400,0.0,0.0,FSLR
2012-05-03 00:00:00-04:00,18.049999237060547,18.329999923706055,17.5,18.06999969482422,6482300,0.0,0.0,FSLR
2012-05-04 00:00:00-04:00,18.530000686645508,19.200000762939453,16.799999237060547,16.940000534057617,11556100,0.0,0.0,FSLR
2012-05-07 00:00:00-04:00,16.8799991607666,17.670000076293945,16.6200008392334,17.670000076293945,6511900,0.0,0.0,FSLR
2012-05-08 00:00:00-04:00,17.559999465942383,17.579999923706055,16.479999542236328,16.540000915527344,6677200,0.0,0.0,FSLR
2012-05-09 00:00:00-04:00,16.25,17.25,16.049999237060547,16.920000076293945,5431800,0.0,0.0,FSLR
2012-05-10 00:00:00-04:00,17.139999389648438,17.399999618530273,16.079999923706055,16.09000015258789,6713700,0.0,0.0,FSLR
2012-05-11 00:00:00-04:00,15.9399995803833,16.440000534057617,15.75,16.139999389648438,5084700,0.0,0.0,FSLR
2012-05-14 00:00:00-04:00,15.880000114440918,16.649999618530273,15.680000305175781,16.15999984741211,4056500,0.0,0.0,FSLR
2012-05-15 00:00:00-04:00,16.100000381469727,16.34000015258789,15.149999618530273,15.229999542236328,4891000,0.0,0.0,FSLR
2012-05-16 00:00:00-04:00,15.329999923706055,15.630000114440918,13.75,13.979999542236328,8790700,0.0,0.0,FSLR
2012-05-17 00:00:00-04:00,13.960000038146973,15.25,13.90999984741211,14.920000076293945,10456400,0.0,0.0,FSLR
2012-05-18 00:00:00-04:00,15.020000457763672,15.100000381469727,13.649999618530273,13.65999984741211,6758300,0.0,0.0,FSLR
2012-05-21 00:00:00-04:00,13.699999809265137,14.199999809265137,13.369999885559082,13.829999923706055,4874800,0.0,0.0,FSLR
2012-05-22 00:00:00-04:00,13.84000015258789,13.930000305175781,13.210000038146973,13.600000381469727,5474900,0.0,0.0,FSLR
2012-05-23 00:00:00-04:00,13.420000076293945,14.319999694824219,13.270000457763672,14.260000228881836,3813600,0.0,0.0,FSLR
2012-05-24 00:00:00-04:00,14.529999732971191,14.539999961853027,13.579999923706055,14.220000267028809,3635300,0.0,0.0,FSLR
2012-05-25 00:00:00-04:00,14.1899995803833,14.850000381469727,14.050000190734863,14.329999923706055,4498900,0.0,0.0,FSLR
2012-05-29 00:00:00-04:00,14.229999542236328,14.699999809265137,14.079999923706055,14.229999542236328,3643100,0.0,0.0,FSLR
2012-05-30 00:00:00-04:00,13.949999809265137,13.970000267028809,13.369999885559082,13.399999618530273,3381000,0.0,0.0,FSLR
2012-05-31 00:00:00-04:00,13.369999885559082,13.399999618530273,12.1899995803833,12.5600004196167,9159900,0.0,0.0,FSLR
2012-06-01 00:00:00-04:00,12.130000114440918,12.25,11.539999961853027,11.770000457763672,6542900,0.0,0.0,FSLR
2012-06-04 00:00:00-04:00,11.829999923706055,12.390000343322754,11.430000305175781,12.279999732971191,6352800,0.0,0.0,FSLR
2012-06-05 00:00:00-04:00,12.140000343322754,12.970000267028809,12.100000381469727,12.649999618530273,4156300,0.0,0.0,FSLR
2012-06-06 00:00:00-04:00,12.729999542236328,13.770000457763672,12.710000038146973,13.3100004196167,5079800,0.0,0.0,FSLR
2012-06-07 00:00:00-04:00,13.510000228881836,13.84000015258789,12.770000457763672,12.84000015258789,4609800,0.0,0.0,FSLR
2012-06-08 00:00:00-04:00,12.699999809265137,12.84000015258789,12.510000228881836,12.800000190734863,2837400,0.0,0.0,FSLR
2012-06-11 00:00:00-04:00,13.1899995803833,13.1899995803833,12.289999961853027,12.329999923706055,3344200,0.0,0.0,FSLR
2012-06-12 00:00:00-04:00,12.539999961853027,15.430000305175781,12.5,14.949999809265137,21550300,0.0,0.0,FSLR
2012-06-13 00:00:00-04:00,14.75,14.770000457763672,13.640000343322754,13.84000015258789,18205100,0.0,0.0,FSLR
2012-06-14 00:00:00-04:00,13.949999809265137,14.130000114440918,13.279999732971191,13.449999809265137,6741400,0.0,0.0,FSLR
2012-06-15 00:00:00-04:00,13.449999809265137,14.149999618530273,13.25,13.949999809265137,7291200,0.0,0.0,FSLR
2012-06-18 00:00:00-04:00,13.850000381469727,15.170000076293945,13.760000228881836,14.470000267028809,8595200,0.0,0.0,FSLR
2012-06-19 00:00:00-04:00,14.869999885559082,15.619999885559082,14.479999542236328,15.229999542236328,9538500,0.0,0.0,FSLR
2012-06-20 00:00:00-04:00,15.300000190734863,15.5600004196167,14.800000190734863,14.930000305175781,5537400,0.0,0.0,FSLR
2012-06-21 00:00:00-04:00,15.0,15.34000015258789,14.520000457763672,14.539999961853027,5841100,0.0,0.0,FSLR
2012-06-22 00:00:00-04:00,15.119999885559082,16.420000076293945,15.0600004196167,15.880000114440918,18523800,0.0,0.0,FSLR
2012-06-25 00:00:00-04:00,15.569999694824219,15.649999618530273,14.899999618530273,15.199999809265137,5528800,0.0,0.0,FSLR
2012-06-26 00:00:00-04:00,15.319999694824219,15.699999809265137,14.829999923706055,14.890000343322754,4011800,0.0,0.0,FSLR
2012-06-27 00:00:00-04:00,14.869999885559082,15.489999771118164,14.850000381469727,15.350000381469727,3128300,0.0,0.0,FSLR
2012-06-28 00:00:00-04:00,15.25,15.300000190734863,14.5,14.75,5370800,0.0,0.0,FSLR
2012-06-29 00:00:00-04:00,15.350000381469727,15.359999656677246,14.619999885559082,15.0600004196167,4648500,0.0,0.0,FSLR
2012-07-02 00:00:00-04:00,15.1899995803833,15.550000190734863,15.010000228881836,15.279999732971191,4637000,0.0,0.0,FSLR
2012-07-03 00:00:00-04:00,15.449999809265137,16.190000534057617,15.350000381469727,15.670000076293945,3759700,0.0,0.0,FSLR
2012-07-05 00:00:00-04:00,15.880000114440918,15.960000038146973,15.350000381469727,15.430000305175781,2720500,0.0,0.0,FSLR
2012-07-06 00:00:00-04:00,15.229999542236328,15.380000114440918,14.800000190734863,15.010000228881836,2667100,0.0,0.0,FSLR
2012-07-09 00:00:00-04:00,14.9399995803833,15.180000305175781,14.5,14.550000190734863,2231100,0.0,0.0,FSLR
2012-07-10 00:00:00-04:00,14.65999984741211,15.050000190734863,13.880000114440918,14.180000305175781,3564900,0.0,0.0,FSLR
2012-07-11 00:00:00-04:00,14.119999885559082,14.720000267028809,14.069999694824219,14.649999618530273,2647200,0.0,0.0,FSLR
2012-07-12 00:00:00-04:00,14.180000305175781,14.470000267028809,13.859999656677246,14.010000228881836,3411000,0.0,0.0,FSLR
2012-07-13 00:00:00-04:00,14.010000228881836,14.239999771118164,13.869999885559082,14.170000076293945,2360900,0.0,0.0,FSLR
2012-07-16 00:00:00-04:00,14.229999542236328,15.510000228881836,13.979999542236328,14.979999542236328,5967900,0.0,0.0,FSLR
2012-07-17 00:00:00-04:00,15.020000457763672,15.109999656677246,14.279999732971191,14.460000038146973,3054200,0.0,0.0,FSLR
2012-07-18 00:00:00-04:00,14.300000190734863,14.760000228881836,14.149999618530273,14.470000267028809,2266700,0.0,0.0,FSLR
2012-07-19 00:00:00-04:00,14.5,15.699999809265137,14.460000038146973,15.130000114440918,4237400,0.0,0.0,FSLR
2012-07-20 00:00:00-04:00,15.029999732971191,15.09000015258789,14.739999771118164,14.789999961853027,2253200,0.0,0.0,FSLR
2012-07-23 00:00:00-04:00,14.399999618530273,14.4399995803833,14.010000228881836,14.220000267028809,2583700,0.0,0.0,FSLR
2012-07-24 00:00:00-04:00,13.84000015258789,14.300000190734863,13.8100004196167,14.069999694824219,2428700,0.0,0.0,FSLR
2012-07-25 00:00:00-04:00,14.149999618530273,14.59000015258789,13.859999656677246,14.180000305175781,2585700,0.0,0.0,FSLR
2012-07-26 00:00:00-04:00,14.380000114440918,14.600000381469727,13.970000267028809,14.0,3011700,0.0,0.0,FSLR
2012-07-27 00:00:00-04:00,14.09000015258789,14.539999961853027,13.90999984741211,14.5,2853300,0.0,0.0,FSLR
2012-07-30 00:00:00-04:00,14.479999542236328,14.579999923706055,13.930000305175781,14.210000038146973,4009500,0.0,0.0,FSLR
2012-07-31 00:00:00-04:00,14.319999694824219,15.59000015258789,14.319999694824219,15.539999961853027,6087400,0.0,0.0,FSLR
2012-08-01 00:00:00-04:00,15.600000381469727,15.779999732971191,14.59000015258789,14.800000190734863,9201100,0.0,0.0,FSLR
2012-08-02 00:00:00-04:00,17.0,19.1200008392334,16.709999084472656,17.93000030517578,28193500,0.0,0.0,FSLR
2012-08-03 00:00:00-04:00,18.299999237060547,18.479999542236328,17.010000228881836,17.059999465942383,10085400,0.0,0.0,FSLR
2012-08-06 00:00:00-04:00,17.1299991607666,19.3700008392334,17.110000610351562,19.059999465942383,12552600,0.0,0.0,FSLR
2012-08-07 00:00:00-04:00,19.530000686645508,21.149999618530273,19.43000030517578,20.68000030517578,13130700,0.0,0.0,FSLR
2012-08-08 00:00:00-04:00,21.149999618530273,21.790000915527344,20.68000030517578,21.40999984741211,8586900,0.0,0.0,FSLR
2012-08-09 00:00:00-04:00,21.350000381469727,22.1200008392334,20.81999969482422,21.700000762939453,7491600,0.0,0.0,FSLR
2012-08-10 00:00:00-04:00,21.540000915527344,21.6299991607666,20.920000076293945,21.43000030517578,5385000,0.0,0.0,FSLR
2012-08-13 00:00:00-04:00,21.3700008392334,21.389999389648438,20.030000686645508,20.489999771118164,5550200,0.0,0.0,FSLR
2012-08-14 00:00:00-04:00,20.700000762939453,20.84000015258789,19.59000015258789,20.040000915527344,4890900,0.0,0.0,FSLR
2012-08-15 00:00:00-04:00,19.559999465942383,21.270000457763672,19.559999465942383,21.100000381469727,5147100,0.0,0.0,FSLR
2012-08-16 00:00:00-04:00,21.139999389648438,22.190000534057617,21.110000610351562,21.489999771118164,5298500,0.0,0.0,FSLR
2012-08-17 00:00:00-04:00,21.549999237060547,21.979999542236328,21.09000015258789,21.260000228881836,4554800,0.0,0.0,FSLR
2012-08-20 00:00:00-04:00,21.290000915527344,23.15999984741211,21.020000457763672,22.459999084472656,8280300,0.0,0.0,FSLR
2012-08-21 00:00:00-04:00,23.079999923706055,25.059999465942383,22.770000457763672,24.139999389648438,14398100,0.0,0.0,FSLR
2012-08-22 00:00:00-04:00,23.93000030517578,24.81999969482422,23.309999465942383,23.93000030517578,8362200,0.0,0.0,FSLR
2012-08-23 00:00:00-04:00,24.399999618530273,25.15999984741211,24.0,24.610000610351562,7817400,0.0,0.0,FSLR
2012-08-24 00:00:00-04:00,24.729999542236328,24.979999542236328,24.280000686645508,24.770000457763672,5778800,0.0,0.0,FSLR
2012-08-27 00:00:00-04:00,25.1299991607666,25.90999984741211,24.860000610351562,25.540000915527344,6567200,0.0,0.0,FSLR
2012-08-28 00:00:00-04:00,25.479999542236328,26.309999465942383,25.360000610351562,25.700000762939453,5316100,0.0,0.0,FSLR
2012-08-29 00:00:00-04:00,25.610000610351562,25.790000915527344,24.010000228881836,24.200000762939453,6346500,0.0,0.0,FSLR
2012-08-30 00:00:00-04:00,23.399999618530273,23.5,19.649999618530273,19.670000076293945,25107800,0.0,0.0,FSLR
2012-08-31 00:00:00-04:00,20.389999389648438,21.18000030517578,19.829999923706055,19.989999771118164,11597600,0.0,0.0,FSLR
2012-09-04 00:00:00-04:00,19.799999237060547,19.940000534057617,18.299999237060547,18.920000076293945,11056500,0.0,0.0,FSLR
